Region,Facility,Tier,Latitude
Greater Accra,ASHESI UNIVERSITY HEALTH CENTRE,3,7.40801
Greater Accra,ARK CLINIC,3,7.40801
Greater Accra,STEPHEN BREEN MEMORIAL CLINIC,3,7.40801
Greater Accra,THE COMMUNITY SPECIALIST MEDICAL CENTRE,3,7.40801
Greater Accra,ACCRA KIDNEY CLINIC LIMITED,3,7.40801
Greater Accra,ST. MINA'S CLINIC,3,7.40801
Greater Accra,AL - AYAR CLINIC and MATERNITY HOME,3,7.40801
Greater Accra,MALWIN MEDICAL AND DENTAL CENTRE,3,7.40801
Greater Accra,FRANKLYN MEDICAL SERVICES,3,7.40801
Greater Accra,AHAMADIYA MUSLIM HEALTH SERVICES,3,7.40801
Greater Accra,ALL FAITH MEDICAL CLINIC,3,7.40801
Greater Accra,BOSWAN HEALTH CLINIC,3,7.40801
Greater Accra,GLADGABE MATERNITY HOME,3,7.40801
Greater Accra,MEDINET CARE INTERNATIONAL,3,7.40801
Greater Accra,QUANTUM TOTAL WELLNESS CENTRE,3,7.40801
Greater Accra,SPEED CLINIC,3,7.40801
Greater Accra,OPTIMUM MEDICAL CLINIC,3,7.40801
Greater Accra,ECCLESIA MEDICAL OUTREACH CENTRE,3,7.40801
Greater Accra,AFRICA MEDICAL CENTRE,3,7.40801
Greater Accra,ACACIA MEDICAL CENTRE,3,7.40801
Greater Accra,KANESHIE MEDICAL CENTRE,3,7.40801
Greater Accra,MEDI PRIME HEALTH SERVICES,3,7.40801
Greater Accra,GHANUBA SPECIALIST CLINIC,3,7.40801
Greater Accra,GOLDEN AGE MEDICAL CENTRE,3,7.40801
Greater Accra,PRINEL MEDICAL CENTRE,3,7.40801
Greater Accra,KAE DENTAL CLINIC,3,7.40801
Greater Accra,PEACE BE CONSULTANCY / CLINIC,3,7.40801
Greater Accra,E. M AYISI MEDICAL CENTER,3,7.40801
Greater Accra,KWARTENG MEDICAL CENTRE,3,7.40801
Greater Accra,INTERNATIONAL ORGANIZATION FOR MIGRATION (IOM),3,7.40801
Greater Accra,FRANBEL CLINIC LIMITED,3,7.40801
Greater Accra,SUNSHINE HEALTHCARE LIMITED,3,7.40801
Greater Accra,B & D MEDICAL LABORATORY,3,7.40801
Greater Accra,GLENOF MATERNITY AND WOMEN CLINIC,3,7.40801
Greater Accra,OASIS CLINIC LTD,3,7.40801
Greater Accra,ALICE DANSO CLINIC,3,7.40801
Greater Accra,HOUSE OF ST FRANCIS,3,7.40801
Greater Accra,E.M MEDICAL CENTRE,3,7.40801
Greater Accra,TEMA RABITO HEALTH CLINIC,3,7.40801
Greater Accra,IRAN CLINIC,3,7.40801
Greater Accra,NOBLE SPRING CLINIC,3,7.40801
Greater Accra,3M & C HEALTH SYSTEMS,3,7.40801
Greater Accra,IMPACT MEDICAL AND DIAGNOSTIC CENTRE,3,7.40801
Greater Accra,MAAME KATEINA MEMORIAL HEALTH CENTRE,3,7.40801
Greater Accra,DUA CLINIC,3,7.40801
Greater Accra,HEALTH SCREEN GHANA LTD,3,7.40801
Greater Accra,QUALITY HEALTH CLINIC,3,7.40801
Greater Accra,JEHOVAH RAPHA CLINIC,3,7.40801
Greater Accra,LAKE SIDE CLINIC,3,7.40801
Greater Accra,ATLANTIS CLINIC,3,7.40801
Greater Accra,TEMA CHRISTIAN EYE CENTRE,3,7.40801
Greater Accra,ODORNA CLINIC,3,7.40801
Greater Accra,CITADEL CLINIC,3,7.40801
Greater Accra,RESURRECTION POWER MATERNITY HOME,3,7.40801
Greater Accra,VINE MEDICAL CENTRE,3,7.40801
Greater Accra,GHANA ATOMIC ENERGY COMMISSION CLINIC,3,7.40801
Greater Accra,ROYAL STAR CLINIC,3,7.40801
Greater Accra,TUDU FRONT LINE CLINIC,3,7.40801
Greater Accra,HEALTH CARE NETWORK LTD,3,7.40801
Greater Accra,THE MALL CLINIC,3,7.40801
Greater Accra,BLUE VALLEY SPECIALIST MEDICAL CENTRE,3,7.40801
Greater Accra,SHARON MATERNITY HOME,3,7.40801
Greater Accra,COCOA CLINIC,3,7.40801
Greater Accra,CARE FIRST HEALTH SERVICES,3,7.40801
Greater Accra,STELTN FAMILY DENTAL CLINIC,3,7.40801
Greater Accra,SWEDEN GHANA MEDICAL CENTRE,3,7.40801
Greater Accra,COMMUNITY HEALTH CARE AND SERVICES LTD,3,7.40801
Greater Accra,RAPID HEALTH CARE MATERNITY HOME,3,7.40801
Greater Accra,THE BRAIN CLINIC,3,7.40801
Greater Accra,MEDI - MOSES CLINIC AND HERBAL CENTRE,3,7.40801
Greater Accra,BJ MEDICAL CENTRE LIMITED,3,7.40801
Greater Accra,CEDARS MEDICAL CENTRE LIMITED,3,7.40801
Greater Accra,VRA CLINIC (OSU),3,7.40801
Greater Accra,CONSTRUTORA O. A. S CLINIC,3,7.40801
Greater Accra,NEW CRYSTAL HEALTH SERVICES (ASHAIMAN),3,7.40801
Greater Accra,NEW CRYSTAL HEALTH SERVICES (ADJEI KOJO),3,7.40801
Greater Accra,NYAHO MEDICAL CENTRE,3,7.40801
Greater Accra,EDITH'S MATERNITY HOME ANNEX,3,7.40801
Greater Accra,GHANA CANADA MEDICAL CENTRE,3,7.40801
Greater Accra,METROPOLITAN MEDICAL CENTRE COMPLEX,3,7.40801
Greater Accra,SUNRISE MEDICAL CENTRE,3,7.40801
Greater Accra,ACCRA MEDICAL CENTRE,3,7.40801
Greater Accra,ROBERT MARTIN CHILDREN CLINIC,3,7.40801
Greater Accra,ROYAL GOOD SHEPERD MEDICAL CENTRE,3,7.40801
Greater Accra,EMPAT - CAIQUA MEDICAL CENTRE,3,7.40801
Greater Accra,LIZZIE'S CLINIC AND MATERNITY HOME,3,7.40801
Greater Accra,CENTRAL DANSOMAN CLINIC,3,7.40801
Greater Accra,ROYAL STAR CLINIC & LAB SERVICES,3,7.40801
Greater Accra,MARTIN MEMORIAL MATERNITY HOME / HOSPITAL,3,7.40801
Greater Accra,THERESA'S CLINIC LIMITED,3,7.40801
Greater Accra,SAMALIA CLINIC,3,7.40801
Greater Accra,EMMANUEL EYE MEDICAL CENTRE,3,7.40801
Greater Accra,NEW EDEN MATERNITY HOME,3,7.40801
Greater Accra,NORTH LABONE DENTAL CLINIC,3,7.40801
Greater Accra,SUNCITY MEDICAL CENTER,3,7.40801
Greater Accra,CLUB ROAD CLINIC,3,7.40801
Greater Accra,CATHEDRAL CLINIC AND LAB LTD,3,7.40801
Greater Accra,TOTAL HOUSE CLINIC A & C MALL,3,7.40801
Greater Accra,FORESIGHT PLUS CLINIC,3,7.40801
Greater Accra,EXCEL DENTAL CLINIC,3,7.40801
Greater Accra,DAMSIDE CLINIC & MATERNITY HOME,3,7.40801
Greater Accra,GHANA POST CLINIC,3,7.40801
Greater Accra,MEGAVEST MEDICAL CENTRE,3,7.40801
Greater Accra,MAB MEDICARE CENTRE,3,7.40801
Greater Accra,ST NICHOLAS MEDICAL CENTRE,3,7.40801
Greater Accra,PAT'S MATERNITY HOME,3,7.40801
Greater Accra,MECHANICAL LLOYD INDUSTRIAL CLINIC,3,7.40801
Greater Accra,DELA CLINIC - MADINA,3,7.40801
Greater Accra,WEST AFRICAN RESCUE ASSOCIATION CLINIC - LABONE,3,7.40801
Greater Accra,ACRECITY MEDICS,3,7.40801
Greater Accra,BOB FREEMAN CLINIC,3,7.40801
Greater Accra,BUDGET MEDICAL CENTRE,3,7.40801
Greater Accra,ROBERT MARTIN CHILDREN CLINIC,3,7.40801
Greater Accra,VOICE OF THE LORD CLINIC,3,7.40801
Greater Accra,CHALTON CLINIC,3,7.40801
Greater Accra,MERCY MATERNITY HOME,3,7.40801
Greater Accra,MERCY MATERNITY CLINIC,3,7.40801
Greater Accra,RAPHEL MEDICAL CENTRE,3,7.40801
Greater Accra,MAB INTERNATIONAL HOSPITAL-ANNEX,3,7.40801
Greater Accra,ADAM FAMILY MATERNITY HOME,3,7.40801
Greater Accra,ZAK-MED CLINIC,3,7.40801
Greater Accra,MEDICLINIC LTD ADANTA,3,7.40801
Greater Accra,MERCY ANA MATERNITY HOME,3,7.40801
Greater Accra,IDMIS INTERGRATED DIAG MOLECULAR IMAGING SERVICE LIMITED,3,7.40801
Greater Accra,GASTROINTESTINAL DISEASE AND ENDOSCOPY CENTRE LIMITED,3,7.40801
Greater Accra,ST LUKE'S CLINIC,3,7.40801
Greater Accra,A& A MEDLOVE MEDICAL CENTRE LTD,3,7.40801
Greater Accra,HOLY TRINITY MEDICAL CENTRE,3,7.40801
Greater Accra,FAITH EVANLISGAL MISSION CLINIC,3,7.40801
Greater Accra,DR EUSTACE AKWWEI MEMORIAL CLINIC,3,7.40801
Greater Accra,GA PRESBYTERY CLINIC,3,7.40801
Greater Accra,UNIMED CLINIC,3,7.40801
Greater Accra,CITADEL CLINIC ANNEX,3,7.40801
Greater Accra,KNIGHT SMILE DENTAL CENTRE,3,7.40801
Greater Accra,INTERNATIONAL HEALTH CARE,3,7.40801
Greater Accra,MOTHER LOVE,3,7.40801
Greater Accra,SEAVIEW CLINIC AND MEDICAL LABORATORY,3,7.40801
Greater Accra,ST ANTHONY CLINIC,3,7.40801
Greater Accra,BAHIA DENTAL CLINIC,3,7.40801
Greater Accra,NOTH RIDGE CLINIC,3,7.40801
Greater Accra,GODLY FAVOURED EYE CARE CENTRE LAPAZ,3,7.40801
Greater Accra,GODLY FAVOURED EYE CARE CENTRE TESANO,3,7.40801
Greater Accra,PASSION CLINIC,3,7.40801
Greater Accra,G T P CLINIC TEMA,3,7.40801
Greater Accra,KINDER PARADISE,3,7.40801
Greater Accra,BRAMUO MEDICAL CENTRE,3,7.40801
Greater Accra,LABADI ROAD DENTAL CLINIC,3,7.40801
Greater Accra,DOCTORS ON DUTY,3,7.40801
Greater Accra,S&S MEDICAL CENTRE,3,7.40801
Greater Accra,DOME COMMUNITY / EYE CLINIC,3,7.40801
Greater Accra,ZION CLINIC AND MATERNITY HOME,3,7.40801
Greater Accra,1ST FOUNDATION CLINIC,3,7.40801
Greater Accra,TREE OF LIFE CLINIC,3,7.40801
Greater Accra,MADLEY MEDICAL CENTRE,3,7.40801
Greater Accra,BY HIS GRACE CLINIC AND MAT ERNITY HOME,3,7.40801
Greater Accra,ORBIT HEALTHCARE SERVICES,3,7.40801
Greater Accra,TRUST CLINIC ADENTA,3,7.40801
Greater Accra,TRUST CLINIC TEMA,3,7.40801
Greater Accra,TRUST CLINIC SAKUMONO,3,7.40801
Greater Accra,GAK CLINIC,3,7.40801
Greater Accra,PRO LIFE MEDICAL CENTRE,3,7.40801
Greater Accra,HEALTH LINK,3,7.40801
Greater Accra,JESUS IS SAVIOUR JIS HEALTH CENTRE,3,7.40801
Greater Accra,SATELLITE MATERNITY HOME,3,7.40801
Greater Accra,ZOE ROYAL CLINIC,3,7.40801
Greater Accra,JOSA CLINIC LIMITED,3,7.40801
Greater Accra,OBAAHEMA MEMORIAL CLINIC,3,7.40801
Greater Accra,CITY OF HOPE MEDICAL COMPLEX,3,7.40801
Greater Accra,TRANTRA COMMUNITY CLINIC,3,7.40801
Greater Accra,ALL CARE MEDICAL CENTRE Llimited,3,7.40801
Greater Accra,MARIE STOPES KOKOMLEMLE,3,7.40801
Greater Accra,MARIE STOPES TEMA NEW - TOWN,3,7.40801
Greater Accra,MARIE STOPES ASHIAMAN,3,7.40801
Greater Accra,ANKAM MEDICAL CENTRE LIMITED,3,7.40801
Greater Accra,EBENEZER CLINIC,3,7.40801
Greater Accra,KING DAVID MEDICAL CENTRE,3,7.40801
Greater Accra,DZIRAM EYE CLINIC,3,7.40801
Greater Accra,DIVINE GRACE CLINIC & MATERNITY HOME,3,7.40801
Greater Accra,EFAN VICTORY CLINIC,3,7.40801
Greater Accra,KWARTENG MEDICAL CENTRE LIMITED,3,7.40801
Greater Accra,PRESYTERIAN CHURCH,3,7.40801
Greater Accra,BUSY BITE LIMIITED,3,7.40801
Greater Accra,LENA HEALTH SERVICES,3,7.40801
Greater Accra,NYAME BEKYERE MAT HOME,3,7.40801
Greater Accra,MARANATHA HEALTH SERVICES,3,7.40801
Greater Accra,P A HEALTH LIMITED,3,7.40801
Greater Accra,SOLIS MEDICAL CENTRE,3,7.40801
Greater Accra,NUFFIED CLINIC OSU - RE,3,7.40801
Greater Accra,PRINCE OF PEACE,3,7.40801
Greater Accra,STAR OF HOPE MEDICAL CENTRE,3,7.40801
Greater Accra,SAMSED MEDICAL AND HEALTHCARE LIMITED,3,7.40801
Greater Accra,DIVINE PEACE MATERNITY,3,7.40801
Greater Accra,FAMILY HEALTH CLINIC,3,7.40801
Greater Accra,PHILIPS CLINIC EAST CANTOMENT,3,7.40801
Greater Accra,ADENTA CLINIC,3,7.40801
Greater Accra,ALL SOULS CLINIC,3,7.40801
Greater Accra,ABUNYEWA MEDICAL CLINIC,3,7.40801
Greater Accra,ADA COASTAL PROTECTION CLINIC,3,7.40801
Greater Accra,AKCESS DENTAL CLINIC AND GYNAECOLOYG,3,7.40801
Greater Accra,ANEEJA CLINIC,3,7.40801
Greater Accra,PARADICE DIAGNOSTIC CENTRE,3,7.40801
Greater Accra,ABODWE CLINIC,3,7.40801
Greater Accra,ST ANDREWS CATHOLIC CLINIC,3,7.40801
Greater Accra,MIRACLE ROCK MEDICAL CENTRE,3,7.40801
Greater Accra,ASEDA MATERNITY HOME,3,7.40801
Greater Accra,ATAA QUARHSIE MORTON,3,7.40801
Greater Accra,DKT INTERNATIONAL( LYDIA CARE CENTRE,3,7.40801
Greater Accra,REHOBOTH MATERNITY & CLINIC,3,7.40801
Greater Accra,AMANDA'S MATERNITY HOME,3,7.40801
Greater Accra,ST ANDREWS CLINIC,3,7.40801
Greater Accra,PRIMA HEALTH SERVICES BAATSONA-SPENTEX,3,7.40801
Greater Accra,BAATSONA GOOD SHERPERD CLINIC,3,7.40801
Greater Accra,CALVARY CROSS CLINIC,3,7.40801
Greater Accra,AROMA DENTAL,3,7.40801
Greater Accra,CHRISTIAN PROFESSIONAL FELLOWSHIP CLINIC,3,7.40801
Greater Accra,ST MARY'S MATERNITY HOME,3,7.40801
Greater Accra,KEEP SMILING CLINIC,3,7.40801
Greater Accra,DANPONG GROUP,3,7.40801
Greater Accra,ASAMOA CLINIC,3,7.40801
Greater Accra,CENTRE FOR NEUROLOGY MEDICINE AND SURGERY,3,7.40801
Greater Accra,AIRPORT CLINIC LIMITED,3,7.40801
Greater Accra,ABABIO MEMORIAL CLINIC,3,7.40801
Greater Accra,EGON GERMAN,3,7.40801
Greater Accra,AMAGANAA CLINIC,3,7.40801
Greater Accra,JOY FAMILY HEALTH CARE SANTA,3,7.40801
Greater Accra,LAFIYA CLINIC LIMITED,3,7.40801
Greater Accra,N.M'S DENTAL,3,7.40801
Greater Accra,GREENVILLE CLINIC,3,7.40801
Greater Accra,HAJJ ABDULAI YARO MEMORIAL CLINIC & MAT HOME,3,7.40801
Greater Accra,PPAG CARE CLINIC,3,7.40801
Greater Accra,NOSTRA KLINIC,3,7.40801
Greater Accra,KPONE HEALTH CENTER,3,7.40801
Greater Accra,SANDFORD WOLD CLINIC - KOFIKOPE,3,7.40801
Greater Accra,GLORIA MEMORIAL CLINIC / MATERNITY,3,7.40801
Greater Accra,LAGOON CLINIC,3,7.40801
Greater Accra,INTER - STAR EYE CLINIC & LASER CENTRE,3,7.40801
Greater Accra,ST MINA'S CLINIC - OFFICIAL TOWN,3,7.40801
Greater Accra,ATLANTIS CLINIC,3,7.40801
Greater Accra,HARMONY MATERNITY HOME,3,7.40801
Greater Accra,MARK'S DENTAL CLINIC,3,7.40801
Greater Accra,GREENHOUSE CLINIC AND DIAGNOSTIC CENTRE,3,7.40801
Greater Accra,HEALTH ALLIANZ CLINIC LIMITED,3,7.40801
Greater Accra,JOANA CLINIC,3,7.40801
Greater Accra,CHARISMA DENTAL CLINIC,3,7.40801
Greater Accra,ASBE DENTAL CLINIC,3,7.40801
Greater Accra,FAITH MEDICAL CENTRE,3,7.40801
Greater Accra,COY PAEDIATRIC CLINIC,3,7.40801
Greater Accra,CONCERN CLINIC,3,7.40801
Greater Accra,SANFORD WORLD CLINIC,3,7.40801
Greater Accra,DALTON CLINIC,3,7.40801
Greater Accra,MISSION CLINIC LIMITED,3,7.40801
Greater Accra,PING KANG CLINIC,3,7.40801
Greater Accra,IRIS OPTOMETRIC PRACTICE,3,7.40801
Greater Accra,MAPS FAMILY PLANNING CENTRE,3,7.40801
Greater Accra,HEALTHWISE MEDICAL CENTRE,3,7.40801
Greater Accra,GHANA CEMENT WORKS GHANA,3,7.40801
Greater Accra,HILL TOP CLINIC,3,7.40801
Greater Accra,MOTHER OF GOD,3,7.40801
Greater Accra,MARIANA CLINIC,3,7.40801
Greater Accra,GRAPHIC COMMINICATION GROUP LIMITED,3,7.40801
Greater Accra,HEALTH STAR CLINIC,3,7.40801
Greater Accra,HAJIA DAMATA CLINIC/MATERNITY HOME,3,7.40801
Greater Accra,GODIA CLINIC,3,7.40801
Greater Accra,MIDWAY CLINIC,3,7.40801
Greater Accra,GLORIA MEMORIAL CLINIC / MATERNITY - DANSOMAN,3,7.40801
Greater Accra,MAXBETH MATERNITY HOME,3,7.40801
Greater Accra,MOTHER OF LOVE,3,7.40801
Greater Accra,NATION BULDERS MATERNITY HOME,3,7.40801
Greater Accra,MOUNT SINAI CLINIC,3,7.40801
Greater Accra,M &D CLINIC LIMITED,3,7.40801
Greater Accra,MOTHERS PRIDE CLINIC AND MATERNITY HOME,3,7.40801
Greater Accra,DAWHENYA MEDICAL CENTRE,3,7.40801
Greater Accra,TOTAL CLINIC (ANNEX) TUDU,3,7.40801
Greater Accra,TOTAL HOUSE CLINIC / ADABRAKA,3,7.40801
Greater Accra,SWANZY MEDICAL CENTRE,3,7.40801
Greater Accra,SWAN CLINIC,3,7.40801
Greater Accra,VIVA CHILDREN MEDICAL,3,7.40801
Greater Accra,ST FLORENCE CLINIC,3,7.40801
Greater Accra,SPECIALIST HOSPITAL & FAMILY PLANNING CENTRE,3,7.40801
Greater Accra,SOMPA MEDICAL SERVICES,3,7.40801
Greater Accra,SOS CHILDREN'S VILLAGE,3,7.40801
Greater Accra,VICTORIA MEMORIAL CLINIC,3,7.40801
Greater Accra,ST BANABAS FAMILY CLINIC,3,7.40801
Greater Accra,SUHUYINI MATERNITY,3,7.40801
Greater Accra,SULEMANA MEMORIAL,3,7.40801
Greater Accra,C AND J MEDICARE,3,7.40801
Greater Accra,BRAZZA MATERNITY,3,7.40801
Greater Accra,B'S MATERNITY HOME,3,7.40801
Greater Accra,BLOSSOM HEALTH CARE MATERNITY & HOME,3,7.40801
Greater Accra,HEALTH GATE CLINIC,3,7.40801
Greater Accra,SWAN CLINIC,3,7.40801
Greater Accra,SUPERIOR MEDICAL CENTRE,3,7.40801
Greater Accra,BETMIS MATERNITY HOME ( ANNEX),3,7.40801
Greater Accra,BETMIS MATERNITY HOME,3,7.40801
Greater Accra,BETH'S CLINIC,3,7.40801
Greater Accra,BLESSINGS CLINIC LIMITED,3,7.40801
Greater Accra,VEBS MEDICAL CENTRE,3,7.40801
Greater Accra,TOPPCARE CLINIC,3,7.40801
Greater Accra,VAN MEDICAL CENTRE,3,7.40801
Greater Accra,UNILEVER CLINIC TEMA,3,7.40801
Greater Accra,TAIFA MEDICAL CENTRE,3,7.40801
Greater Accra,DANPONG CLINIC,3,7.40801
Greater Accra,CRYSTAL EYE CLINIC,3,7.40801
Greater Accra,CLARON HEALTH INTERNATIONAL,3,7.40801
Greater Accra,SIGHT FOR AFRICA,3,7.40801
Greater Accra,ZOTI MEDICAL CENTRE,3,7.40801
Greater Accra,SILVER SPRINGS SPECIALIST CLINIC,3,7.40801
Greater Accra,NEW CROSS CLINIC,3,7.40801
Greater Accra,ECCLESIA CLINIC,3,7.40801
Greater Accra,EME'S MATERNITY HOME,3,7.40801
Greater Accra,ROYAL MEDICAL AGENCY,3,7.40801
Greater Accra,ECCLESIA MEDICAL & EYE CENTRE,3,7.40801
Greater Accra,ST LUCIA CLINIC,3,7.40801
Greater Accra,HAMDALLAH CLINIC,3,7.40801
Greater Accra,SHALOM MEDICAL SERVICES,3,7.40801
Greater Accra,MOTORWAY CLINIC,3,7.40801
Greater Accra,HIGHWAY DENTAL CLINIC,3,7.40801
Greater Accra,HANSON MEMORIAL MEDICAL,3,7.40801
Greater Accra,HOBATS CLINIC,3,7.40801
Greater Accra,OPMANN CLINIC,3,7.40801
Greater Accra,ERIC HEYMAN MEMORIAL CLINIC,3,7.40801
Greater Accra,NEWSTAR EAR CENTRE,3,7.40801
Greater Accra,ROSE BETTER MATERNITY HOME,3,7.40801
Greater Accra,OYOKO CLINIC,3,7.40801
Greater Accra,NYAME ADOM MATERNITY HOME,3,7.40801
Greater Accra,OMARI MEDICAL CENTRE,3,7.40801
Greater Accra,OKANTA MEMORIAL CLINIC,3,7.40801
Greater Accra,OBEYEYIE MEDICAL CENTRE-AMASAMAN,3,7.40801
Greater Accra,LEONARDO MEMORIAL CLINIC,3,7.40801
Greater Accra,DELTA CLINIC,3,7.40801
Greater Accra,HEBRON MATERNITY HOME LIMITED,3,7.40801
Greater Accra,AYIFUA CLINIC,3,7.40801
Greater Accra,RABENRICH MATERNITY HOME,3,7.40801
Greater Accra,RAHMA MATERNITY AND CLINIC,3,7.40801
Greater Accra,JUBILEE MATERNITY HOME,3,7.40801
Greater Accra,JIREH EYE CLINIC,3,7.40801
Greater Accra,RABITO CLINIC-OSU,3,7.40801
Greater Accra,POKU MEMORIAL DENTAL CLINIC,3,7.40801
Greater Accra,EL-SHADDAI MATERNITY AND CLINIC,3,7.40801
Greater Accra,LAKEVIEW MEDICAL CENTRE,3,7.40801
Greater Accra,FOUNDATION FOR ORTHOPAEDICS AND COMPLEX SPINE(FOCOS),3,7.40801
Greater Accra,ROPH HEALTH CENTRE,3,7.40801
Greater Accra,RINAT CLINIC LIMITED,3,7.40801
Greater Accra,FINNEY HOSPITAL AND FERTILITY CENTRE,3,7.40801
Greater Accra,FINGER OF GOD,3,7.40801
Greater Accra,ROBERT MARTIN MEMORIAL CLINIC BAATSONA,3,7.40801
Greater Accra,SEVENTH DAY ADVENTIST HOSPITAL-NEW GBAWE,3,7.40801
Greater Accra,SALEM EYE CENTRE,3,7.40801
Greater Accra,QUALITY CARE MEDICAL CLINIC,3,7.40801
Greater Accra,ESIDEM MEDICAL CENTRE,3,7.40801
Greater Accra,PORT MEDICAL CENTRE,3,7.40801
Greater Accra,LAURA'S MATERNITY HOME,3,7.40801
Greater Accra,LIFE HEALTHCARE CLINIC,3,7.40801
Greater Accra,LABONE FAMILY CLINIC,3,7.40801
Greater Accra,FELIDAN MATERNITY HOME,3,7.40801
Greater Accra,PARADISE MATERNITY HOME,3,7.40801
Greater Accra,REJOSH WOMEN'S CLINIC,3,7.40801
Greater Accra,SEFAM CLINIC LIMITED,3,7.40801
Greater Accra,LARICAI MEDICAL CENTRE,3,7.40801
Greater Accra,LEBANON COMMUNITY CLINIC,3,7.40801
Greater Accra,DUNAMIS MATERNITY HOME,3,7.40801
Greater Accra,ST MARY'S MATERNITY HOME,3,7.40801
Greater Accra,EYE LINK CLINIC,3,7.40801
Greater Accra,HOPE MEADOWE CLINIC,3,7.40801
Greater Accra,RESOLVE MEDICAL SERVICES,3,7.40801
Greater Accra,CERICA DIAGNOSTIC SERVICES,3,7.40801
Greater Accra,MAX-MUM CARE PLUS,3,7.40801
Greater Accra,EL-BETHEL MATERNITY HOME,3,7.40801
Greater Accra,GRACE MEMORIAL HEALTH CENTRE,3,7.40801
Greater Accra,Y&B MATERNITY SERVICES LIMITED,3,7.40801
Greater Accra,ASEIDU WONTUMI CLINIC,3,7.40801
Greater Accra,DIVINE GROUP INTERNATIONAL,3,7.40801
Greater Accra,AFRICAN CONCRETE PRODUCT LIMITED,3,7.40801
Greater Accra,MAMPROBI POLYCLINIC,3,7.40801
Greater Accra,THIRD EYECARE AND VISION CENTRE LIMITED,3,7.40801
Greater Accra,BETHESDA POOL CLINIC,3,7.40801
Greater Accra,A C P CLINIC,3,7.40801
Greater Accra,ST MATTHEWS CLINIC,3,7.40801
Greater Accra,MEDFOCUS INTERNATIONAL,3,7.40801
Greater Accra,INTERNATIONAL MEDICAL & DENTAL CLINIC,3,7.40801
Greater Accra,ST THOMAS EYE CLINIC,3,7.40801
Greater Accra,DARBEM CLINIC,3,7.40801
Greater Accra,HOLYCROSS CLININC&MATERNITY HOME,3,7.40801
Greater Accra,EXCUTIVE HEARTH CENTRE,3,7.40801
Greater Accra,BRAINWAVE CLINIC,3,7.40801
Greater Accra,PAMA CLINIC LIMITED,3,7.40801
Greater Accra,DEKO MEDICAL CENTRE,3,7.40801
